,10,11,12,13,87,88,90,91
cpd00001,-0.441701914429,-0.441701914429,-0.441701914429,-0.441701914429,-0.441701914429,-0.441701914429,-0.441701914429,-0.441701914429
cpd00006,-0.727237702341,-0.727237702341,-0.727237702341,-0.727237702341,-1.76638295955,-1.76638295955,-1.76638295955,-1.76638295955
cpd00007,-0.619102975136,-0.619102975136,-0.619102975136,-0.619102975136,-0.619102975136,-0.619102975136,-0.619102975136,-0.619102975136
cpd00009,-0.938350091583,-0.938350091583,-0.938350091583,-0.938350091583,-0.938350091583,-0.938350091583,-0.938350091583,-0.938350091583
cpd00010,-0.271620020514,-0.271620020514,-0.271620020514,-0.271620020514,-0.271620020514,-0.271620020514,-0.271620020514,-0.271620020514
cpd00011,-0.890318287048,-0.890318287048,-0.890318287048,-0.890318287048,-0.890318287048,-0.890318287048,-0.890318287048,-0.890318287048
cpd00012,-0.387960030921,-0.387960030921,-0.387960030921,-0.387960030921,-0.387960030921,-0.387960030921,-0.387960030921,-0.387960030921
cpd00013,-0.985919136045,-0.985919136045,-0.985919136045,-0.985919136045,-2.27165969793,-2.27165969793,-2.27165969793,-2.27165969793
cpd00017,-0.321018069797,-0.321018069797,-0.321018069797,-0.321018069797,-0.321018069797,-0.321018069797,-0.321018069797,-0.321018069797
cpd00018,-0.630179347508,-0.630179347508,-0.630179347508,-0.630179347508,-0.630179347508,-0.630179347508,-0.630179347508,-0.630179347508
cpd00020,-0.0332479879007,-0.0332479879007,-0.0332479879007,-0.0332479879007,-0.0332479879007,-0.0332479879007,-0.0332479879007,-0.0332479879007
cpd00023,-0.119187935598,-0.119187935598,-0.119187935598,-0.119187935598,-0.119187935598,-0.119187935598,-0.119187935598,-0.119187935598
cpd00024,-0.427306652379,-0.427306652379,-0.427306652379,-0.427306652379,-0.427306652379,-0.427306652379,-0.427306652379,-0.427306652379
cpd00027,-0.642526690778,-0.642526690778,-0.642526690778,-0.642526690778,-0.642526690778,-0.642526690778,-0.642526690778,-0.642526690778
cpd00028,-0.63760324378,-0.63760324378,-0.63760324378,-0.63760324378,-1.69116254902,-1.69116254902,-1.69116254902,-1.69116254902
cpd00029,-0.736565830944,-0.736565830944,-0.736565830944,-0.736565830944,-0.736565830944,-0.736565830944,-0.736565830944,-0.736565830944
cpd00030,-0.69480408176,-0.69480408176,-0.69480408176,-0.69480408176,-0.69480408176,-0.69480408176,-0.69480408176,-0.69480408176
cpd00032,-0.916454330327,-0.916454330327,-0.916454330327,-0.916454330327,-0.916454330327,-0.916454330327,-0.916454330327,-0.916454330327
cpd00033,-0.468162474843,-0.468162474843,-0.468162474843,-0.468162474843,-0.468162474843,-0.468162474843,-0.468162474843,-0.468162474843
cpd00034,-0.77150939376,-0.77150939376,-0.77150939376,-0.77150939376,-0.77150939376,-0.77150939376,-0.77150939376,-0.77150939376
cpd00035,-0.480083355284,-0.480083355284,-0.480083355284,-0.480083355284,-0.480083355284,-0.480083355284,-0.480083355284,-0.480083355284
cpd00036,-0.234600944696,-0.234600944696,-0.234600944696,-0.234600944696,-0.234600944696,-0.234600944696,-0.234600944696,-0.234600944696
cpd00038,-0.343990635608,-0.343990635608,-0.343990635608,-0.343990635608,-0.343990635608,-0.343990635608,-0.343990635608,-0.343990635608
cpd00039,-0.59551103838,-0.59551103838,-0.59551103838,-0.59551103838,-1.14486142861,-1.14486142861,-1.14486142861,-1.14486142861
cpd00041,-0.141584967431,-0.141584967431,-0.141584967431,-0.141584967431,-0.141584967431,-0.141584967431,-0.141584967431,-0.141584967431
cpd00042,-0.426658953216,-0.426658953216,-0.426658953216,-0.426658953216,0.0305609979941,0.0305609979941,0.0305609979941,0.0305609979941
cpd00046,-0.956713645924,-0.956713645924,-0.956713645924,-0.956713645924,-0.956713645924,-0.956713645924,-0.956713645924,-0.956713645924
cpd00047,-0.826167117333,-0.826167117333,-0.826167117333,-0.826167117333,0.103883183372,0.103883183372,0.103883183372,0.103883183372
cpd00048,-0.699090219761,-0.699090219761,-0.699090219761,-0.699090219761,-0.699090219761,-0.699090219761,-0.699090219761,-0.699090219761
cpd00051,-0.180367595837,-0.180367595837,-0.180367595837,-0.180367595837,-0.180367595837,-0.180367595837,-0.180367595837,-0.180367595837
cpd00053,-0.289024908167,-0.289024908167,-0.289024908167,-0.289024908167,-0.289024908167,-0.289024908167,-0.289024908167,-0.289024908167
cpd00054,-0.835316462454,-0.835316462454,-0.835316462454,-0.835316462454,-0.835316462454,-0.835316462454,-0.835316462454,-0.835316462454
